Rank,Name
1924,Deandre
1925,Brody
1926,Damien
1927,Quinlan
1928,Larry
1929,Tai
1930,Jaxson
1931,Hassan
1932,Keandre
1933,Treyton
1934,Damion
1935,Sydney
1936,Messiah
1937,Dejuan
1938,Tony
1939,Auston
1940,Johnathon
1941,Isaiah
1942,Bret
1943,Mustafa
1944,Demetrius
1945,Jarrod
1946,Madison
1947,Luther
1948,Kai
1949,Amos
1950,Jaquan
1951,Asa
1952,Thaddeus
1953,Elvin
1954,Nikhil
1955,Alden
1956,Jayvon
1957,Brent
1958,Jonah
1959,Roman
1960,Jaylin
1961,Winston
1962,Bruno
1963,Uriel
1964,Davin
1965,August
1966,Billy
1967,Enrique
1968,Paris
1969,Maximilian
1970,Harvey
1971,Dangelo
1972,Ray
1973,Alek
1974,Dario
1975,Phillip
1976,Jamarcus
1977,Abram
1978,Theo
1979,Wilfredo
1980,Rohan
1981,Chaim
1982,Clifton
1983,Stephen
1984,Chauncey
1985,Cannon
1986,Jamal
1987,Jasper
1988,Ishmael
1989,Paul
1990,Norman
1991,Hugo
1992,Deontae
1993,Landen
1994,Michael
1995,Tyree
1996,Salvatore
1997,Kelton
1998,Nathanael
1999,Keven
2000,Mitchell
2001,Troy
2002,Trent
2003,Ariel
2004,Emilio
2005,Deangelo
2006,Ken
2007,Josef
2008,Lawson
2009,Trystan
2010,Kendall
2011,Jalyn
2012,Trevon
2013,Darrell
2014,Clyde
2015,Dylon
2016,Baylor
2017,Xander
2018,Andres
2019,Jordan
2020,Leonardo
2021,Kory
2022,Darrian
2023,Trey
2024,Lewis
2025,Hernan
2026,Tyrone
2027,Aron
2028,Seth
2029,Moshe
2030,Chase
2031,Shayne
2032,Orlando
2033,Frederick
2034,Bradly
2035,Myles
2036,Konnor
2037,Raekwon
2038,Remington
2039,Colten
2040,Braedon
2041,Andre
2042,Theron
2043,Samir
2044,Layton
2045,Floyd
2046,Stephan
2047,Bennett
2048,Mohammad
2049,Alex
2050,Braxton
2051,Rasheed
2052,Tucker
2053,Eddy
2054,Coby
2055,Hunter
2056,Demarco
2057,Jamir
2058,Jensen
2059,Shlomo
2060,Wesley
2061,Dalton
2062,Emmanuel
2063,Christopher
2064,Jean
2065,Jarred
2066,Aden
2067,Dameon
2068,Nicolas
2069,Blaze
2070,Alessandro
2071,Coleton
2072,Dale
2073,Carson
2074,Stewart
2075,Kelly
2076,Phoenix
2077,Wayne
2078,Giancarlo
2079,Israel
2080,Jayce
2081,Aiden
2082,Rylan
2083,Allen
2084,Nathanial
2085,Davonte
2086,Benjamin
2087,Armando
2088,Felix
2089,Kobi
2090,Kavon
2091,Franco
2092,Emiliano
2093,Kalvin
2094,Hasan
2095,Miguel
2096,Alejandro
2097,Shamar
2098,Marc
2099,Payne
2100,Branson
2101,Jude
2102,Daniel
2103,Dewayne
2104,Darren
2105,Clayton
2106,Gilberto
2107,Judah
2108,Marcanthony
2109,Joan
2110,Rhett
2111,Joe
2112,Rory
2113,Dwayne
2114,Vladimir
2115,Colton
2116,Ronaldo
2117,Rafael
2118,Adriel
2119,Trevor
2120,Trenten
2121,Jaylen
2122,Nathen
2123,Bernardo
2124,Jaylon
2125,Zechariah
2126,Salvador
2127,Devan
2128,Trae
2129,Derrick
2130,Kane
2131,Mohamed
2132,Parker
2133,Damon
2134,Tracy
2135,Josue
2136,Jon
2137,Dashawn
2138,Tye
2139,Gordon
2140,Ramiro
2141,Raven
2142,Rodolfo
2143,Demonte
2144,Cornelius
2145,Eli
2146,Tyreek
2147,Davon
2148,Brannon
2149,Bilal
2150,Dylan
2151,Marco
2152,Luis
2153,Jalen
2154,Dontae
2155,Garrett
2156,Claudio
2157,Nikolas
2158,Vance
2159,Tyrese
2160,Gonzalo
2161,Nick
2162,Leroy
2163,Carl
2164,Julius
2165,Julian
2166,Weston
2167,Jair
2168,London
2169,Konner
2170,Kristian
2171,Yehuda
2172,Xzavier
2173,Stuart
2174,Travis
2175,Maurice
2176,Jason
2177,Trace
2178,Orion
2179,Rigoberto
2180,Deante
2181,Jesse
2182,Osvaldo
2183,Rylee
2184,Quentin
2185,Jaren
2186,Kelvin
2187,Arman
2188,Jericho
2189,Deon
2190,Junior
2191,Luca
2192,Freddy
2193,Ezekiel
2194,Kurt
2195,Tyler
2196,Johnny
2197,Ben
2198,Blair
2199,Dean
2200,Harry
2201,Solomon
2202,Alton
2203,George
2204,Lazaro
2205,Bradley
2206,Terence
2207,Semaj
2208,Keanu
2209,Logan
2210,Finn
2211,Maximus
2212,Jarrett
2213,Jacob
2214,Abel
2215,Franklin
2216,Ezequiel
2217,Tyrique
2218,Brenden
2219,Steve
2220,Sidney
2221,Keyon
2222,Guadalupe
2223,Jalon
2224,Blayne
2225,Calvin
2226,Mikel
2227,Jovanni
2228,Aidan
2229,Tommy
2230,Dillan
2231,Jovan
2232,Perry
2233,Willie
2234,Izaiah
2235,Melvin
2236,Alfredo
2237,Malcolm
2238,Loren
2239,Richard
2240,Ronald
2241,Nevin
2242,Justyn
2243,Alvin
2244,Irving
2245,Ameer
2246,Owen
2247,Gregorio
2248,Jalil
2249,Rocco
2250,Grant
2251,William
2252,Elmer
2253,Uriah
2254,Gino
2255,Antoine
2256,Sterling
2257,Keagan
2258,Blaine
2259,Alexandro
2260,Donovan
2261,Justin
2262,Jordyn
2263,Gaige
2264,Arnold
2265,Jake
2266,Omar
2267,Sherman
2268,Terrence
2269,Dyllan
2270,Matthew
2271,Andrew
2272,German
2273,Oscar
2274,Vicente
2275,Romeo
2276,Donavan
2277,Leland
2278,Moses
2279,Gideon
2280,Nigel
2281,Cristian
2282,Juan
2283,Brenton
2284,Kyron
2285,Kenton
2286,Leif
2287,Ramon
2288,Waylon
2289,Keenan
2290,Dion
